
100000,0.048755
150000,0.030895
200000,0.040549
250000,0.052435
300000,0.065932
350000,0.074207
400000,0.084212
450000,0.096118
500000,0.107006
550000,0.118500
600000,0.129279
650000,0.141559
700000,0.154914
750000,0.164080
800000,0.174993
850000,0.185169
900000,0.220083
950000,0.211553
1000000,0.225502
