
100000,17.197671
150000,38.312934
200000,113.617628
250000,180.923933
300000,259.393597
350000,286.608080
400000,414.892053
450000,582.373443
500000,722.266070
550000,640.447458
600000,1008.781608
650000,1245.120827
700000,1410.179360
750000,1259.407320
800000,1084.315971
850000,1224.266021
900000,1377.146096
950000,1527.308334
1000000,1692.013393
