
100000,0.030939
150000,0.021440
200000,0.028658
250000,0.036658
300000,0.056202
350000,0.052507
400000,0.060679
450000,0.066875
500000,0.076169
550000,0.082812
600000,0.090739
650000,0.099601
700000,0.129800
750000,0.117907
800000,0.126810
850000,0.133338
900000,0.140497
950000,0.171580
1000000,0.157949
